Std,ID,Material,Heat treatment,Su,Sy,A5,Bhn,E,G,mu,Ro,pH,Desc,HV
ANSI,D0186B1AEFB246088D92742E0F1516AF,Aluminum Alloy 2219-T42,Wrought,359,186,20,,73000,26000,0.33,2700,,,
ANSI,5C642DCE808142FB93127AEC92F64163,Aluminum Alloy 2219-T31,Wrought,359,248,17,,73000,26000,0.33,2700,,,
ANSI,1E81DFEC89A440279E477E43B9BF662F,Aluminum Alloy 2219-T351,Wrought,359,248,17,,73000,26000,0.33,2700,,,
ANSI,08B28F0645F94F9187B7DD9C8AEDFF0A,Aluminum Alloy 2219-T37,Wrought,393,317,11,,73000,26000,0.33,2700,,,
ANSI,92D81CD2697B4292AFEC4E1BCFBDF02D,Aluminum Alloy 2219-T62,Wrought,414,290,10,,73000,26000,0.33,2700,,,
ANSI,7C4660306EC24683B383CF779E194F3C,Aluminum Alloy 2219-T81,Wrought,455,352,10,,73000,26000,0.33,2700,,,
ANSI,E4D63F6C64B6465995DD8F53F2DA89B9,Aluminum Alloy 2219-T851,Wrought,455,352,10,,73000,26000,0.33,2700,,,
ANSI,8361064113924AB69EBBCBD6154BCD70,Aluminum Alloy 2219-T87,Wrought,476,393,10,,73000,26000,0.33,2700,,,
ANSI,D8379CFE86444F11A2C817B90EBF3D73,Aluminum Alloy 3003-O,Wrought,110,41,30,28,73000,26000,0.33,2700,,,
ANSI,6AE3E90DA7C245AC83EACFF7C5352AAE,Aluminum Alloy 3003-H12,Wrought,131,124,10,35,73000,26000,0.33,2700,,,
ANSI,08B5CCC255B946718BC8273750E5B50B,Aluminum Alloy 3003-H14,Wrought,152,145,8,40,73000,26000,0.33,2700,,,
ANSI,7D54EF3F697047DD82663BDB114DE81C,Aluminum Alloy 3003-H16,Wrought,179,172,5,47,73000,26000,0.33,2700,,,
ANSI,83CFBBA17B5D49D58808DDBEBDF99985,Aluminum Alloy 3003-H18,Wrought,200,186,4,55,73000,26000,0.33,2700,,,
ANSI,D8994A9C0ACB48E69779A176E648B91D,Aluminum Alloy Alclad 3003-O,Wrought,110,41,30,,73000,26000,0.33,2700,,,
ANSI,1213B1D67D584E56BCC6684DF210B4D9,Aluminum Alloy Alclad 3003-H12,Wrought,131,124,10,,73000,26000,0.33,2700,,,
ANSI,4BDCEB0AF7564103A5A8509BD03F7ADD,Aluminum Alloy Alclad 3003-H14,Wrought,152,145,8,,73000,26000,0.33,2700,,,
ANSI,9148727B7EDF4B43A73EBDBE9AE430E1,Aluminum Alloy Alclad 3003-H16,Wrought,179,172,5,,73000,26000,0.33,2700,,,
ANSI,509650723ECF41AEBA1C973CCE3DBE88,Aluminum Alloy Alclad 3003-H18,Wrought,200,186,4,,73000,26000,0.33,2700,,,
ANSI,2E6B077F198D43CD85C59F374396784D,Aluminum Alloy 3004-O,Wrought,179,69,20,45,73000,26000,0.33,2700,,,
ANSI,0C6BFAA6FEE74160A57C758224CB94C6,Aluminum Alloy 3004-H32,Wrought,214,172,10,52,73000,26000,0.33,2700,,,
ANSI,4F4A1990A5F14740A79C256E9B54DE8A,Aluminum Alloy 3004-H34,Wrought,241,200,9,63,73000,26000,0.33,2700,,,
ANSI,D3943263C9F04D45895C8D54FBFBABF2,Aluminum Alloy 3004-H36,Wrought,262,228,5,70,73000,26000,0.33,2700,,,
ANSI,AC53799369654A328798F01FDB63542A,Aluminum Alloy 3004-H38,Wrought,283,248,5,77,73000,26000,0.33,2700,,,
ANSI,BD5E16C3687D44C6BAC1FA4663937E83,Aluminum Alloy Alclad 3004-O,Wrought,179,69,20,,73000,26000,0.33,2700,,,
ANSI,2CEE4AAF83FD4408A6FEC1516C8F36C8,Aluminum Alloy Alclad 3004-H32,Wrought,214,172,10,,73000,26000,0.33,2700,,,
ANSI,AA6609CEB87741BC9A367C41AC1C45D5,Aluminum Alloy Alclad 3004-H34,Wrought,241,200,9,,73000,26000,0.33,2700,,,
ANSI,B326F06514A44DDE864E9731DBBB058C,Aluminum Alloy Alclad 3004-H36,Wrought,262,228,5,,73000,26000,0.33,2700,,,
ANSI,81E02AAC3FA94594B1FE0354BEB69C01,Aluminum Alloy Alclad 3004-H38,Wrought,283,248,5,,73000,26000,0.33,2700,,,
ANSI,27895514D5C2491E816B597C0C7C0463,Aluminum Alloy 3105-O,Wrought,117,55,24,,73000,26000,0.33,2700,,,
ANSI,08805E18F53744FA955D91528CC94ECD,Aluminum Alloy 3105-H12,Wrought,152,131,7,,73000,26000,0.33,2700,,,
ANSI,EFC5A174142848B4941DDB9BF0E72B2D,Aluminum Alloy 3105-H14,Wrought,172,152,5,,73000,26000,0.33,2700,,,
ANSI,DA4A2A7E90794DBC84698F981B695FF8,Aluminum Alloy 3105-H16,Wrought,193,172,4,,73000,26000,0.33,2700,,,
ANSI,056BB78FEF164368837843CDFB06A164,Aluminum Alloy 3105-H18,Wrought,214,193,3,,73000,26000,0.33,2700,,,
ANSI,58A6AA0980C14B0BAC7E2429677E5407,Aluminum Alloy 3105-H25,Wrought,179,159,8,,73000,26000,0.33,2700,,,
ANSI,35CC317F620F4A7AAB5A741824950AD1,Aluminum Alloy 4032-T6,Wrought,379,317,9,120,73000,26000,0.33,2700,,,
ANSI,A8864E695C164B96B58B2A6CB47B4904,Aluminum Alloy 5005-O,Wrought,124,41,25,28,73000,26000,0.33,2700,,,
ANSI,A3F3D45853A243D097107867BDC21009,Aluminum Alloy 5005-H12,Wrought,138,131,10,,73000,26000,0.33,2700,,,
ANSI,0EB0D388213E47E7BE4001D375E19454,Aluminum Alloy 5005-H14,Wrought,159,152,6,,73000,26000,0.33,2700,,,
ANSI,84F6E32378B045568DBA3C1B4F290A87,Aluminum Alloy 5005-H16,Wrought,179,172,5,,73000,26000,0.33,2700,,,
ANSI,5023448F38E04E6280EA90AAD17316BE,Aluminum Alloy 5005-H18,Wrought,200,193,4,,73000,26000,0.33,2700,,,
ANSI,8DB63A30196948F892686E848B222508,Aluminum Alloy 5005-H32,Wrought,138,117,11,36,73000,26000,0.33,2700,,,
ANSI,56DE2D016B2947BEB31872C80176AB69,Aluminum Alloy 5005-H34,Wrought,159,138,8,41,73000,26000,0.33,2700,,,
ANSI,E2E78760C9C24429854F9C25829777FF,Aluminum Alloy 5005-H36,Wrought,179,165,6,46,73000,26000,0.33,2700,,,
ANSI,E62C0D3B1E764069BDD10E307024E8A7,Aluminum Alloy 5005-H38,Wrought,200,186,5,51,73000,26000,0.33,2700,,,
ANSI,DB0DA044558E4635960869799598CDE3,Aluminum Alloy 5050-O,Wrought,145,55,24,36,73000,26000,0.33,2700,,,
ANSI,52F84014D09E4D3CA52418CFB3750169,Aluminum Alloy 5050-H32,Wrought,172,145,9,46,73000,26000,0.33,2700,,,
ANSI,77ECFDBA43984322B34D4BCA5231908E,Aluminum Alloy 5050-H34,Wrought,193,165,8,53,73000,26000,0.33,2700,,,
ANSI,3B742949A5F046B48FAE92E7A6258951,Aluminum Alloy 5050-H36,Wrought,207,179,7,58,73000,26000,0.33,2700,,,
ANSI,1D2D2B541AFF49F7BF8737DE9EEC9559,Aluminum Alloy 5050-H38,Wrought,221,200,6,63,73000,26000,0.33,2700,,,
ANSI,9FF4934078924E7BA38614746909C37E,Aluminum Alloy 5052-O,Wrought,193,90,25,47,73000,26000,0.33,2700,,,
ANSI,AE92EC0E34894CF392E27F4A0A744827,Aluminum Alloy 5052-H32,Wrought,228,193,12,60,73000,26000,0.33,2700,,,
ANSI,6CB56EB2FA814DA6B9775DBE4DECE074,Aluminum Alloy 5052-H34,Wrought,262,214,10,68,73000,26000,0.33,2700,,,
ANSI,AB8CB8A8192144DDAA806E044EF255E2,Aluminum Alloy 5052-H36,Wrought,276,241,8,73,73000,26000,0.33,2700,,,
ANSI,01B0E7E8E80C41B69D7A5BF79C2AEB71,Aluminum Alloy 5052-H38,Wrought,290,255,7,77,73000,26000,0.33,2700,,,
ANSI,C28B8302667640C2A3F922FB1921E653,Aluminum Alloy 5056-O,Wrought,290,152,35,65,73000,26000,0.33,2700,,,
ANSI,585BC8DF09224134B26F63752077A5F2,Aluminum Alloy 5056-H18,Wrought,434,407,10,105,73000,26000,0.33,2700,,,
ANSI,C50E527BEC124270BEA7811C785752C6,Aluminum Alloy 5056-H38,Wrought,414,345,15,100,73000,26000,0.33,2700,,,
ANSI,E1C6186A7AB546DEA6DBF2D29F227325,Aluminum Alloy 5083-O,Wrought,290,145,22,,73000,26000,0.33,2700,,,
ANSI,74ED803FF53F40E888AB7998E38306A6,Aluminum Alloy 5083-H116,Wrought,317,228,16,,73000,26000,0.33,2700,,,
ANSI,71AE4008BE564C45B63D0764A9E143E7,Aluminum Alloy 5083-H321,Wrought,317,228,16,,73000,26000,0.33,2700,,,
ANSI,5B3513177DA44BED88A7F3D09233CC14,Aluminum Alloy 5086-O,Wrought,262,117,22,,73000,26000,0.33,2700,,,
ANSI,51810A7BB78B42A19BCF0529D686BE20,Aluminum Alloy 5086-H32,Wrought,290,207,12,,73000,26000,0.33,2700,,,
ANSI,5DD50F9C4F4C42E09CB64AEEB94CF6BE,Aluminum Alloy 5086-H34,Wrought,324,255,10,,73000,26000,0.33,2700,,,
ANSI,1AAC30443D1446CCB99D5E1FA0024E67,Aluminum Alloy 5086-H112,Wrought,269,131,14,,73000,26000,0.33,2700,,,
ANSI,5D9DBBF0F69842BA8458A17E102237A8,Aluminum Alloy 5086-H116,Wrought,290,207,12,,73000,26000,0.33,2700,,,
ANSI,B317D2495F4B4791AF63A009F473BDC9,Aluminum Alloy 5154-O,Wrought,241,117,27,58,73000,26000,0.33,2700,,,
ANSI,2AFCD169D54348B48A025BAD7A70ED68,Aluminum Alloy 5154-H32,Wrought,269,207,15,67,73000,26000,0.33,2700,,,
ANSI,562BE4BB2D3446EA9A79C84B8553E358,Aluminum Alloy 5154-H34,Wrought,290,228,13,73,73000,26000,0.33,2700,,,
ANSI,67A8C574FC0A470BAFBB5C0AD493B294,Aluminum Alloy 5154-H36,Wrought,310,248,12,78,73000,26000,0.33,2700,,,
ANSI,993512D6B3234A47A0DEB3FEB3CD5CD9,Aluminum Alloy 5154-H38,Wrought,331,269,10,80,73000,26000,0.33,2700,,,
ANSI,8597AA8824C4440AAB863B07B9AAD92C,Aluminum Alloy 5154-H112,Wrought,241,117,25,63,73000,26000,0.33,2700,,,
ANSI,72ED89259E794291A5B11B2BF5AFDD46,Aluminum Alloy 5252-H25,Wrought,234,172,11,68,73000,26000,0.33,2700,,,
ANSI,FA9C563A20E5457EA5BD4072ED39B8B3,Aluminum Alloy 5252-H28,Wrought,283,241,5,75,73000,26000,0.33,2700,,,
ANSI,871F11565D204E0384EC2BBC6A2D1285,Aluminum Alloy 5252-H38,Wrought,283,241,5,75,73000,26000,0.33,2700,,,
ANSI,B6B897CF42B5480F8F1CD4F58C0A956E,Aluminum Alloy 5254-O,Wrought,241,117,27,58,73000,26000,0.33,2700,,,
ANSI,83F2E8736B3243D29C57DA69037E5ECC,Aluminum Alloy 5254-H32,Wrought,269,207,15,67,73000,26000,0.33,2700,,,
ANSI,4EB4710B39F742E4A9A44CA35372563E,Aluminum Alloy 5254-H34,Wrought,290,228,13,73,73000,26000,0.33,2700,,,
ANSI,E95C1F3ECA19490FB8E21A4CEFBCC127,Aluminum Alloy 5254-H36,Wrought,310,248,12,78,73000,26000,0.33,2700,,,
ANSI,06F13999057D49B4B776B56A64A3C1BD,Aluminum Alloy 5254-H38,Wrought,331,269,10,80,73000,26000,0.33,2700,,,
ANSI,EF7C93C199384E1090496D223F446582,Aluminum Alloy 5254-H112,Wrought,241,117,25,63,73000,26000,0.33,2700,,,
ANSI,34DE794143B34C2488112FFD14D59647,Aluminum Alloy 5454-O,Wrought,248,117,22,62,73000,26000,0.33,2700,,,
ANSI,554962DC23AC45B1BA06DA3AE1910F1B,Aluminum Alloy 5454-H32,Wrought,276,207,10,73,73000,26000,0.33,2700,,,
ANSI,7C0F66CFD3F749CB9F2E7255D7E2272B,Aluminum Alloy 5454-H34,Wrought,303,241,10,81,73000,26000,0.33,2700,,,
ANSI,3026C224B4D246EC94C6FFAB7BA384B3,Aluminum Alloy 5454-H111,Wrought,262,179,14,70,73000,26000,0.33,2700,,,
ANSI,068B652F5E3142A28F40D3E8EBD42000,Aluminum Alloy 5454-H112,Wrought,248,124,18,62,73000,26000,0.33,2700,,,
ANSI,91B1A91E7E8D47F2A4CD2090F9D3BEA9,Aluminum Alloy 5456-O,Wrought,310,159,24,,73000,26000,0.33,2700,,,
ANSI,D98BF5ED1ED04467B572CAA93AF9F982,Aluminum Alloy 5456-H112,Wrought,310,165,22,,73000,26000,0.33,2700,,,
ANSI,61BB0BC07C1A42A495B17F49A1B38E30,Aluminum Alloy 5456-H116,Wrought,352,255,16,90,73000,26000,0.33,2700,,,
ANSI,24A00D690C1145738A8F283D1CBEE537,Aluminum Alloy 5456-H321,Wrought,352,255,16,90,73000,26000,0.33,2700,,,
ANSI,02FE46BD5EC94B83B57BEA26F94BE2D2,Aluminum Alloy 5457-O,Wrought,131,48,22,32,73000,26000,0.33,2700,,,
ANSI,C1DCAE34378043FB88DFDD46E22938CF,Aluminum Alloy 5457-H25,Wrought,179,159,12,48,73000,26000,0.33,2700,,,
ANSI,A45FCF284E5143E39CC83CB5BFFA0140,Aluminum Alloy 5457-H28,Wrought,207,186,6,55,73000,26000,0.33,2700,,,
ANSI,F272F90FDD1441778026680273F960AA,Aluminum Alloy 5457-H38,Wrought,207,186,6,55,73000,26000,0.33,2700,,,
ANSI,39B0BE615FA241C6BB1E0B1876DF9C62,Aluminum Alloy 5652-O,Wrought,193,90,25,47,73000,26000,0.33,2700,,,
ANSI,7D155604D715415E999A5D005AC0DE7B,Aluminum Alloy 5652-H32,Wrought,228,193,12,60,73000,26000,0.33,2700,,,
ANSI,58067A9B4E7F432BA39CB9588881EB33,Aluminum Alloy 5652-H34,Wrought,262,214,10,68,73000,26000,0.33,2700,,,
ANSI,C148FA2BDF784E3F90E1BE719C21F62D,Aluminum Alloy 5652-H36,Wrought,276,241,8,73,73000,26000,0.33,2700,,,
ANSI,C4C140A86DCB47CFA817DECFA23D60D5,Aluminum Alloy 5652-H38,Wrought,290,255,7,77,73000,26000,0.33,2700,,,
ANSI,78BF3B3F76274780AB4F90849D250CC6,Aluminum Alloy 5657-H25,Wrought,159,138,12,40,73000,26000,0.33,2700,,,
ANSI,B5E9B4F3826C4A50A7D050CC814A42F0,Aluminum Alloy 5657-H28,Wrought,193,165,7,50,73000,26000,0.33,2700,,,
ANSI,F35567970BE24DBEB03B90E30A4B7036,Aluminum Alloy 5657-H38,Wrought,193,165,7,50,73000,26000,0.33,2700,,,
ANSI,E89B4081AAC2499EA34FFFBE3FA80BD4,Aluminum Alloy 6061-O,Wrought,124,55,25,30,73000,26000,0.33,2700,,,
ANSI,835A6667B86D477C88E2B5CE5CD2B1A9,Aluminum Alloy 6061-T4,Wrought,241,145,22,65,73000,26000,0.33,2700,,,
ANSI,D014A9E577244FEFB02E49C76868AD34,Aluminum Alloy 6061-T451,Wrought,241,145,22,65,73000,26000,0.33,2700,,,
ANSI,8C24FBC0BF644E728C75D8799C5F7E30,Aluminum Alloy 6061-T6,Wrought,310,276,12,95,73000,26000,0.33,2700,,,
ANSI,41FBBF7C4C2D436D9FFF0A250E8B7388,Aluminum Alloy 6061-T651,Wrought,310,276,12,95,73000,26000,0.33,2700,,,
ANSI,9C5C464CB3404174812822A0030FC3B3,Aluminum Alloy Alclad 6061-O,Wrought,117,48,25,,73000,26000,0.33,2700,,,
ANSI,DBCFBEF1F61D4744911DF29AF02E146A,Aluminum Alloy Alclad 6061-T4,Wrought,228,131,22,,73000,26000,0.33,2700,,,
ANSI,2348342E836346D6BBD72712EB73239A,Aluminum Alloy Alclad 6061-T451,Wrought,228,131,22,,73000,26000,0.33,2700,,,
ANSI,1C60C57A011E49B297A8B9C7B4390E14,Aluminum Alloy Alclad 6061-T6,Wrought,290,255,12,,73000,26000,0.33,2700,,,
ANSI,D69EC14CCFBD40AABA9219F2C966FCB3,Aluminum Alloy Alclad 6061-T651,Wrought,290,255,12,,73000,26000,0.33,2700,,,
ANSI,4F7713F2AA5B4C82B40398A0A3A6D88A,Aluminum Alloy 6063-O,Wrought,90,48,,25,73000,26000,0.33,2700,,,
ANSI,7B7B694556954610864601E035B18339,Aluminum Alloy 6063-T1,Wrought,152,90,20,42,73000,26000,0.33,2700,,,
ANSI,2C898E59EDCD4DD3B596F9363C1FC38B,Aluminum Alloy 6063-T4,Wrought,172,90,22,,73000,26000,0.33,2700,,,
ANSI,75AEDA0EDB8A4EFF87D8A59BD0AC39AA,Aluminum Alloy 6063-T5,Wrought,186,145,12,60,73000,26000,0.33,2700,,,
ANSI,69D0016360564D87B079938681242C12,Aluminum Alloy 6063-T6,Wrought,241,214,12,73,73000,26000,0.33,2700,,,
ANSI,0501AC7662624F2DB75692F181A9C9C5,Aluminum Alloy 6063-T83,Wrought,255,241,9,82,73000,26000,0.33,2700,,,
ANSI,1A0A5CAA35044A4EA190D5EE3DAF6EEA,Aluminum Alloy 6063-T831,Wrought,207,186,10,70,73000,26000,0.33,2700,,,
ANSI,67ED5D119C1140DE9C28840E177E7761,Aluminum Alloy 6063-T832,Wrought,290,269,12,95,73000,26000,0.33,2700,,,
ANSI,F4ECBA0316BA416296A8D5A2631BB6BE,Aluminum Alloy 6066-O,Wrought,152,83,18,43,73000,26000,0.33,2700,,,
ANSI,C9DEF0A333EC4D7684E1BE1D1195B3B4,Aluminum Alloy 6066-T4,Wrought,359,207,18,90,73000,26000,0.33,2700,,,
ANSI,97A6144A289E46C7BC9290B4AB036839,Aluminum Alloy 6066-T451,Wrought,359,207,18,90,73000,26000,0.33,2700,,,
ANSI,B1308CA220614ADFA8676F1FE88F5915,Aluminum Alloy 6066-T6,Wrought,393,359,12,120,73000,26000,0.33,2700,,,
ANSI,90D7DDFA78FD417AAC9811CDDB07D9ED,Aluminum Alloy 6066-T651,Wrought,393,359,12,120,73000,26000,0.33,2700,,,
ANSI,D45ED3C16F8748B69D344C31F6F59FEC,Aluminum Alloy 6070-T6,Wrought,379,352,10,,73000,26000,0.33,2700,,,
ANSI,415BAD6BA4314370B1C5161BD74B9E96,Aluminum Alloy 6101-H111,Wrought,97,76,,,73000,26000,0.33,2700,,,
ANSI,5E462CE5E057442A91BB2CB55532B480,Aluminum Alloy 6101-T6,Wrought,221,193,15,71,73000,26000,0.33,2700,,,
ANSI,F975BD82C61E4B74B87479895FB556B8,Aluminum Alloy 6262-T9,Wrought,400,379,10,120,73000,26000,0.33,2700,,,
ANSI,3FC254F3B5064542BD6079D886C56879,Aluminum Alloy 6351-T4,Wrought,248,152,20,,73000,26000,0.33,2700,,,
ANSI,44E5DD6456684061841684E8241A89CA,Aluminum Alloy 6351-T6,Wrought,310,283,14,95,73000,26000,0.33,2700,,,
ANSI,CAB9E1CDC6F2457785E4DCEFB9E10573,Aluminum Alloy 6463-T1,Wrought,152,90,20,42,73000,26000,0.33,2700,,,
ANSI,602EB42312C14F64BFB9C315AB16CA8A,Aluminum Alloy 6463-T5,Wrought,186,145,12,60,73000,26000,0.33,2700,,,
ANSI,19F4C42CC1674B6EAB8ED924EE033AF7,Aluminum Alloy 6463-T6,Wrought,241,214,12,74,73000,26000,0.33,2700,,,
ANSI,010BF331EC9F4BFA82C6274F8FDE04BE,Aluminum Alloy 7049-T73,Wrought,517,448,12,135,73000,26000,0.33,2700,,,
ANSI,A6A2932D9E644029A892FCB82F6DF9C8,Aluminum Alloy 7049-T7352,Wrought,517,434,11,135,73000,26000,0.33,2700,,,
ANSI,AE1AE2C527144B27A1FB19600F822115,Aluminum Alloy 7050-T73510,Wrought,496,434,12,,73000,26000,0.33,2700,,,
ANSI,DB7158C1610F46FEBDC1CADEB6665F3A,Aluminum Alloy 7050-T7451f,Wrought,524,469,11,,73000,26000,0.33,2700,,,
ANSI,F483E73712A94D0586ABEF2CDC3A16F5,Aluminum Alloy 7050-T7651,Wrought,552,490,11,,73000,26000,0.33,2700,,,
ANSI,11F027631A5940028E2A98A42DD45E57,Aluminum Alloy 7075-O,Wrought,228,103,17,60,73000,26000,0.33,2700,,,
ANSI,24B0CACC19314CA496379C7AB663DE10,Aluminum Alloy 7075-T6,Wrought,572,503,11,150,73000,26000,0.33,2700,,,
ANSI,A720466F975F42DCB0A83B89F8691B5A,Aluminum Alloy 7075-T651,Wrought,572,503,11,150,73000,26000,0.33,2700,,,
ANSI,C0FC8CEACD58404DA9412848C51B849A,Aluminum Alloy Alclad 7075-O,Wrought,221,97,17,,73000,26000,0.33,2700,,,
ANSI,65A82681319A4F779054852905C7C0AA,Aluminum Alloy Alclad 7075-T6,Wrought,524,462,11,,73000,26000,0.33,2700,,,
ANSI,4220D378C635433E85C340341F5B8B78,Aluminum Alloy Alclad 7075-T651,Wrought,524,462,11,,73000,26000,0.33,2700,,,
ANSI,9EAD3A6164B04A04BC32A6146245F3FE,Aluminum Alloy 7178-O,Wrought,228,103,15,,73000,26000,0.33,2700,,,
ANSI,E5C8A9DB434141C4885DE660CC4EA0B8,Aluminum Alloy 7178-T6,Wrought,607,538,10,,73000,26000,0.33,2700,,,
ANSI,F6A7824E88EA41A489D523AD219A9985,Aluminum Alloy 7178-T651,Wrought,607,538,10,,73000,26000,0.33,2700,,,
ANSI,9400C933B6274B8D842B74967120E787,Aluminum Alloy 7178-T76,Wrought,572,503,10,,73000,26000,0.33,2700,,,
ANSI,8EFB36018D2441B1BE1ED70FB9D924CE,Aluminum Alloy 7178-T7651,Wrought,572,503,10,,73000,26000,0.33,2700,,,
ANSI,7551844B6E1C47CCA4514EF09C6B1FEA,Aluminum Alloy Alclad 7178-O,Wrought,221,97,16,,73000,26000,0.33,2700,,,
ANSI,3C90B3052DE2490AA64933842B75B907,Aluminum Alloy Alclad 7178-T6,Wrought,558,490,10,,73000,26000,0.33,2700,,,
ANSI,0E2A7052CDF741CFB4F6E4D14DEC14DC,Aluminum Alloy Alclad 7178-T651,Wrought,558,490,10,,73000,26000,0.33,2700,,,
ANSI,A64F733C753647E1AEA2C68287F0A651,Aluminum Alloy 8176-H24,Wrought,117,97,15,,73000,26000,0.33,2700,,,
ANSI,3C488C5C26D143B3B505C1CA35771778,Magnesium Alloy AM100A-T61,sand casting,276,152,1,,73000,26000,0.33,1750,,,
ANSI,B80B6168C8F0402B8C0795201AE4F482,Magnesium Alloy AZ63A-T6,sand casting,276,97,12,,73000,26000,0.33,1750,,,
ANSI,DC61F129C498489BB57D978FE03726A7,Magnesium Alloy AZ81A-T4,sand casting,276,83,15,,73000,26000,0.33,1750,,,
ANSI,4FF7360B2A5A429CB2849CBAF27A0FE5,Magnesium Alloy AZ91C-T6,sand casting,276,145,6,,73000,26000,0.33,1750,,,
ANSI,9A2DD4E6614045E790FAE32E0685DC02,Magnesium Alloy AZ91E-T6,sand casting,276,145,6,,73000,26000,0.33,1750,,,
ANSI,FFAC1E4970FA4FDEB58634AD80497C7D,Magnesium Alloy AZ92A-T6,sand casting,276,152,3,,73000,26000,0.33,1750,,,
ANSI,D5F139FDF43B436CAF953AD0DE012573,Magnesium Alloy EZ33A-T5,sand casting,159,110,3,,73000,26000,0.33,1750,,,
ANSI,E865A290B1EF46E0B6267F6244348757,Magnesium Alloy HK31A-T6,sand casting,221,103,8,,73000,26000,0.33,1750,,,
ANSI,E193781C82084F85840316FFC55F0D92,Magnesium Alloy HZ32A-T6,sand casting,186,90,4,,73000,26000,0.33,1750,,,
ANSI,C58FB76987CC4D269BEA9A833BCF31BF,Magnesium Alloy K1A-F,sand casting,179,55,19,,73000,26000,0.33,1750,,,
ANSI,EE5BCE7BA21F4C64A64F8F36A0B74DDD,Magnesium Alloy QE22A-T6,sand casting,262,193,3,,73000,26000,0.33,1750,,,
ANSI,71E87F1F41944346A5DC5B3E741C3C11,Magnesium Alloy QH21A-T6,sand casting,276,207,4,,73000,26000,0.33,1750,,,
ANSI,53F37F86FF904FB0B8249A716141536E,Magnesium Alloy ZE41A-T5,sand casting,207,138,4,,73000,26000,0.33,1750,,,
ANSI,9CB1FC9EACC94708AD634E8EFCD049CD,Magnesium Alloy ZE63A-T6,sand casting,303,193,10,,73000,26000,0.33,1750,,,
ANSI,9679B7B8943F4D3B9A44D1A962014F82,Magnesium Alloy ZH62A-T5,sand casting,241,152,4,,73000,26000,0.33,1750,,,
ANSI,8A5984D36F024B68959D92F14F5E0FE1,Magnesium Alloy ZK51A-T5,sand casting,207,138,4,,73000,26000,0.33,1750,,,
ANSI,BA2BB3CD65824D8B8DCF11277E816F72,Magnesium Alloy ZK61A-T6,sand casting,310,193,10,,73000,26000,0.33,1750,,,
ANSI,50E727792D384091ABE69B8DAB880759,Magnesium Alloy WE54A-F,sand casting,276,200,4,,73000,26000,0.33,1750,,,
ANSI,6C84266CBB604518BA20A89C6892219F,Magnesium Alloy AZ91A-F,pressure die casting,234,159,3,,73000,26000,0.33,1750,,,
ANSI,2AAAE986CC524A629D9643CC9978D360,Magnesium Alloy AZ91B-FAZ91B-F,pressure die casting,234,159,3,,73000,26000,0.33,1750,,,
ANSI,5A52A3182F224106AAEABB306B574F0A,Magnesium Alloy AZ91D-F,pressure die casting,234,159,3,,73000,26000,0.33,1750,,,
ANSI,C0B43964050A4712B9D0589854058460,Magnesium Alloy AM60A-F,pressure die casting,221,131,8,,73000,26000,0.33,1750,,,
ANSI,6D79A65EFB3A49159A82DFF8AF5656B5,Magnesium Alloy AM60B-F,pressure die casting,221,131,8,,73000,26000,0.33,1750,,,
ANSI,C289E696BE2B4954A261FDAFFD99591B,Magnesium Alloy AS41A-F,pressure die casting,214,138,6,,73000,26000,0.33,1750,,,
ANSI,A49F7E61985E439F8DD7A47AACE586C4,Magnesium Alloy AZ10A-F,As extruded,241,145,10,,73000,26000,0.33,1750,,,
ANSI,652ED194ECF04777AC7D2E5BA4C6D5C2,Magnesium Alloy AZ31B-F,As extruded,262,200,15,,73000,26000,0.33,1750,,,
ANSI,7428DAB2A6194AD48F8F21DCC87AE852,Magnesium Alloy AZ31C-F,As extruded,262,200,15,,73000,26000,0.33,1750,,,
ANSI,9537602CD30C4A209D798BE2D35BC3E8,Magnesium Alloy AZ61A-F,As extruded,310,228,16,,73000,26000,0.33,1750,,,
ANSI,586233667EF243F1918E74946CD42CD8,Magnesium Alloy AZ80A-T5,As extruded,379,276,7,,73000,26000,0.33,1750,,,
ANSI,C6595A721E9440758D397A87792631F3,Magnesium Alloy HM31A-F,As extruded,290,228,10,,73000,26000,0.33,1750,,,
ANSI,5F123877F7D24FBAAD0C9905B5CE33CA,Magnesium Alloy M1A-F,As extruded,255,179,12,,73000,26000,0.33,1750,,,
ANSI,96933249EE8C4CD09833B32ADD48939D,Magnesium Alloy ZK40A-T5,As extruded,276,255,4,,73000,26000,0.33,1750,,,
ANSI,BF2D9FD7CEEA46C488078C3B5CAF3A7D,Magnesium Alloy ZK60A-F,As extruded,352,283,11,,73000,26000,0.33,1750,,,
ANSI,02986D5E5B374888BC90EA9DB92C7806,Magnesium Alloy AZ31B-H24,,290,221,15,,73000,26000,0.33,1750,,,
ANSI,CF310C55B980453796F634364704AE53,Magnesium Alloy AZ31C-H24,,290,221,15,,73000,26000,0.33,1750,,,
ANSI,011E96752FC34FC7A80C26795860E79C,Magnesium Alloy HK31A-H24,,262,207,9,,73000,26000,0.33,1750,,,
ANSI,40B6720DA08246E886DEE9AFAA10222A,Magnesium Alloy HM21A-T8,,234,172,11,,73000,26000,0.33,1750,,,
ISO,496A5ED6722F4BE4A2AEAA28D7B9B0E5,EN 11SMn30,,380,230,9,,206000,80000,0.3,7860,,Free-cutting steel,
ISO,90B900083DA34934BB4A944014CD4A34,EN 10S2O,,360,225,9,,206000,80000,0.3,7860,,Free-cutting steel,
